Name,Laptop Type,Laptop Brand,Price,Price New,CPU,CPU Brand,Ram Size,Ram Type,Hard Drive Size,Hard Drive,Screen,Resolution,Material,OS,Year,Graphic,Graphic Name,Weight,Warranty Time,Warranty Location
Laptop Asus Zenbook 14 OLED UX3402ZA,general,Asus,14700000,25490000,Intel Core i5 Alder Lake - 1240P,Intel,8,LPDDR5,512,SSD,14,2.8K,Vỏ kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.39,13,Chính Hãng
Laptop Asus Zenbook 14 OLED UX3402ZA,general,Asus,14870000,25490000,Intel Core i5 Alder Lake - 1240P,Intel,8,LPDDR5,512,SSD,14,2.8K,Vỏ kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.39,14,Chính Hãng
Laptop Asus Zenbook 14 OLED UX3402ZA,general,Asus,15030000,25490000,Intel Core i5 Alder Lake - 1240P,Intel,8,LPDDR5,512,SSD,14,2.8K,Vỏ kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.39,15,Chính Hãng
Laptop Asus Zenbook 14 OLED UX3402ZA,general,Asus,15450000,25490000,Intel Core i5 Alder Lake - 1240P,Intel,8,LPDDR5,512,SSD,14,2.8K,Vỏ kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.39,17.5,Chính Hãng
Laptop Asus Zenbook 14 OLED UX3402ZA,general,Asus,15780000,25490000,Intel Core i5 Alder Lake - 1240P,Intel,8,LPDDR5,512,SSD,14,2.8K,Vỏ kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.39,19.5,Chính Hãng
Laptop Asus Zenbook 14 OLED UX3402ZA,general,Asus,16850000,25490000,Intel Core i5 Alder Lake - 1240P,Intel,8,LPDDR5,512,SSD,14,2.8K,Vỏ kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.39,20,Chính Hãng
Laptop Asus Zenbook 14 OLED UX3402ZA,general,Asus,15610000,25490000,Intel Core i5 Alder Lake - 1240P,Intel,8,LPDDR5,512,SSD,14,2.8K,Vỏ kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.39,18.5,Chính Hãng
Laptop Asus Zenbook 14 OLED UX3402ZA,general,Asus,17030000,25490000,Intel Core i5 Alder Lake - 1240P,Intel,8,LPDDR5,512,SSD,14,2.8K,Vỏ kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.39,21,Chính Hãng
Laptop Asus Zenbook 14 OLED UX3402ZA,general,Asus,17200000,25490000,Intel Core i5 Alder Lake - 1240P,Intel,8,LPDDR5,512,SSD,14,2.8K,Vỏ kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.39,22,Chính Hãng
Laptop Acer Aspire 3 A315 59 38PG,general,Acer,7650000,13990000,Intel Core i3 Alder Lake - 1215U,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,8.5,Chính Hãng
Laptop Asus Zenbook 14 OLED UX3402ZA,general,Asus,17110000,25490000,Intel Core i5 Alder Lake - 1240P,Intel,8,LPDDR5,512,SSD,14,2.8K,Vỏ kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.39,21.5,Chính Hãng
Laptop Acer Aspire 3 A315 59 38PG,general,Acer,7730000,13990000,Intel Core i3 Alder Lake - 1215U,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,9.5,Chính Hãng
Laptop Acer Aspire 3 A315 59 38PG,general,Acer,7570000,13990000,Intel Core i3 Alder Lake - 1215U,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,7.5,Chính Hãng
Laptop Acer Aspire 3 A315 59 38PG,general,Acer,9490000,13990000,Intel Core i3 Alder Lake - 1215U,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,10.5,Chính Hãng
Laptop Acer Aspire 3 A315 59 38PG,general,Acer,7610000,13990000,Intel Core i3 Alder Lake - 1215U,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,8,Chính Hãng
Laptop Asus Zenbook 14 OLED UX3402ZA,general,Asus,15690000,25490000,Intel Core i5 Alder Lake - 1240P,Intel,8,LPDDR5,512,SSD,14,2.8K,Vỏ kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.39,19,Chính Hãng
Laptop Lenovo IdeaPad 5 Pro 16IHU6,general,Lenovo,15510000,27990000,Intel Core i5 Tiger Lake - 11300H,Intel,16,DDR4,512,SSD,16,WQXGA,Vỏ kim loại,Windows 11 Home SL,2021,Card rời,"NVIDIA GeForce MX450, 2 GB",1.9,9.5,Chính Hãng
Laptop Lenovo IdeaPad 5 Pro 16IHU6,general,Lenovo,15870000,27990000,Intel Core i5 Tiger Lake - 11300H,Intel,16,DDR4,512,SSD,16,WQXGA,Vỏ kim loại,Windows 11 Home SL,2021,Card rời,"NVIDIA GeForce MX450, 2 GB",1.9,11.5,Chính Hãng
Laptop Lenovo IdeaPad 5 Pro 16IHU6,general,Lenovo,15320000,27990000,Intel Core i5 Tiger Lake - 11300H,Intel,16,DDR4,512,SSD,16,WQXGA,Vỏ kim loại,Windows 11 Home SL,2021,Card rời,"NVIDIA GeForce MX450, 2 GB",1.9,8.5,Chính Hãng
Laptop Acer Aspire 3 A315 59 38PG,general,Acer,9580000,13990000,Intel Core i3 Alder Lake - 1215U,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,11.5,Chính Hãng
Laptop Lenovo IdeaPad 5 Pro 16IHU6,general,Lenovo,16050000,27990000,Intel Core i5 Tiger Lake - 11300H,Intel,16,DDR4,512,SSD,16,WQXGA,Vỏ kim loại,Windows 11 Home SL,2021,Card rời,"NVIDIA GeForce MX450, 2 GB",1.9,12.5,Chính Hãng
Laptop Lenovo IdeaPad 5 Pro 16IHU6,general,Lenovo,16500000,27990000,Intel Core i5 Tiger Lake - 11300H,Intel,16,DDR4,512,SSD,16,WQXGA,Vỏ kim loại,Windows 11 Home SL,2021,Card rời,"NVIDIA GeForce MX450, 2 GB",1.9,15,Chính Hãng
Laptop Acer Aspire 3 A315 58 382Z,general,Acer,6770000,12990000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.7,4,Chính Hãng
Laptop Lenovo IdeaPad 1 15AMN7,general,Lenovo,8170000,12690000,AMD Ryzen 5 - 7520U,AMD,8,LPDDR5,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,AMD Radeon 610M Graphics,1.58,17.5,Chính Hãng
Laptop Lenovo IdeaPad 1 15AMN7,general,Lenovo,8040000,12690000,AMD Ryzen 5 - 7520U,AMD,8,LPDDR5,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,AMD Radeon 610M Graphics,1.58,16,Chính Hãng
Laptop Lenovo IdeaPad 1 15AMN7,general,Lenovo,8930000,12690000,AMD Ryzen 5 - 7520U,AMD,8,LPDDR5,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,AMD Radeon 610M Graphics,1.58,20.5,Chính Hãng
Laptop Lenovo IdeaPad 1 15AMN7,general,Lenovo,8210000,12690000,AMD Ryzen 5 - 7520U,AMD,8,LPDDR5,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,AMD Radeon 610M Graphics,1.58,18,Chính Hãng
Laptop Lenovo IdeaPad 1 15AMN7,general,Lenovo,8880000,12690000,AMD Ryzen 5 - 7520U,AMD,8,LPDDR5,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,AMD Radeon 610M Graphics,1.58,20,Chính Hãng
Laptop Lenovo IdeaPad 1 15AMN7,general,Lenovo,8340000,12690000,AMD Ryzen 5 - 7520U,AMD,8,LPDDR5,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,AMD Radeon 610M Graphics,1.58,19.5,Chính Hãng
Laptop Lenovo IdeaPad 1 15AMN7,general,Lenovo,6730000,12690000,AMD Ryzen 5 - 7520U,AMD,8,LPDDR5,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,AMD Radeon 610M Graphics,1.58,1,Cửa Hàng
Laptop Lenovo IdeaPad 1 15AMN7,general,Lenovo,9070000,12690000,AMD Ryzen 5 - 7520U,AMD,8,LPDDR5,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,AMD Radeon 610M Graphics,1.58,22,Chính Hãng
Laptop Lenovo IdeaPad 1 15AMN7,general,Lenovo,9020000,12690000,AMD Ryzen 5 - 7520U,AMD,8,LPDDR5,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,AMD Radeon 610M Graphics,1.58,21.5,Chính Hãng
Laptop Lenovo IdeaPad 1 15AMN7,general,Lenovo,9110000,12690000,AMD Ryzen 5 - 7520U,AMD,8,LPDDR5,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,AMD Radeon 610M Graphics,1.58,22.5,Chính Hãng
Laptop Lenovo IdeaPad 1 15AMN7,general,Lenovo,9160000,12690000,AMD Ryzen 5 - 7520U,AMD,8,LPDDR5,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,AMD Radeon 610M Graphics,1.58,23,Chính Hãng
Laptop Acer Aspire 3 A314 35 P3G9,general,Acer,4210000,7990000,Intel Pentium - N6000,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.45,5,Chính Hãng
Laptop Acer Aspire 3 A314 35 P3G9,general,Acer,5670000,7990000,Intel Pentium - N6000,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.45,11.5,Chính Hãng
Laptop Acer Aspire 3 A314 35 P3G9,general,Acer,5640000,7990000,Intel Pentium - N6000,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.45,11,Chính Hãng
Laptop itel SPIRIT 1,general,itel,2960000,5590000,Intel Core i3 Coffee Lake - 8109U,Intel,4,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Plus Graphics 655,2.1,17.5,Chính Hãng
Laptop Acer Aspire 3 A314 35 P3G9,general,Acer,4390000,7990000,Intel Pentium - N6000,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.45,9,Chính Hãng
Laptop Acer Aspire 3 A314 35 P3G9,general,Acer,5610000,7990000,Intel Pentium - N6000,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.45,10.5,Chính Hãng
Laptop Acer Aspire 3 A314 35 P3G9,general,Acer,4370000,7990000,Intel Pentium - N6000,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.45,8.5,Chính Hãng
Laptop Acer Aspire 3 A314 35 P3G9,general,Acer,4260000,7990000,Intel Pentium - N6000,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.45,6,Chính Hãng
Laptop itel SPIRIT 1,general,itel,3480000,5590000,Intel Core i3 Coffee Lake - 8109U,Intel,4,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Plus Graphics 655,2.1,20,Chính Hãng
Laptop Acer Aspire 3 A314 35 P3G9,general,Acer,4350000,7990000,Intel Pentium - N6000,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.45,8,Chính Hãng
Laptop itel SPIRIT 1,general,itel,3520000,5590000,Intel Core i3 Coffee Lake - 8109U,Intel,4,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Plus Graphics 655,2.1,21,Chính Hãng
Laptop itel SPIRIT 1,general,itel,3500000,5590000,Intel Core i3 Coffee Lake - 8109U,Intel,4,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Plus Graphics 655,2.1,20.5,Chính Hãng
Laptop itel SPIRIT 1,general,itel,3550000,5590000,Intel Core i3 Coffee Lake - 8109U,Intel,4,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Plus Graphics 655,2.1,22,Chính Hãng
Laptop Lenovo Ideapad 3 15ITL6,general,Lenovo,8960000,16590000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.65,9.5,Chính Hãng
Laptop itel SPIRIT 1,general,itel,2980000,5590000,Intel Core i3 Coffee Lake - 8109U,Intel,4,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Plus Graphics 655,2.1,18,Chính Hãng
Laptop itel SPIRIT 1,general,itel,3010000,5590000,Intel Core i3 Coffee Lake - 8109U,Intel,4,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Plus Graphics 655,2.1,19,Chính Hãng
Laptop itel SPIRIT 1,general,itel,3030000,5590000,Intel Core i3 Coffee Lake - 8109U,Intel,4,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Plus Graphics 655,2.1,19.5,Chính Hãng
Laptop itel SPIRIT 1,general,itel,3530000,5590000,Intel Core i3 Coffee Lake - 8109U,Intel,4,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Plus Graphics 655,2.1,21.5,Chính Hãng
Laptop Lenovo IdeaPad Gaming 3 15IHU6,gaming,Lenovo,11150000,20990000,Intel Core i5 Tiger Lake - 11300H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card rời,NVIDIA GeForce GTX 1650 4 GB,2.25,6,Chính Hãng
Laptop Lenovo IdeaPad Gaming 3 15IHU6,gaming,Lenovo,11360000,20990000,Intel Core i5 Tiger Lake - 11300H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card rời,NVIDIA GeForce GTX 1650 4 GB,2.25,7.5,Chính Hãng
Laptop Lenovo IdeaPad Gaming 3 15IHU6,gaming,Lenovo,11420000,20990000,Intel Core i5 Tiger Lake - 11300H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card rời,NVIDIA GeForce GTX 1650 4 GB,2.25,8,Chính Hãng
Laptop Lenovo IdeaPad Gaming 3 15IHU6,gaming,Lenovo,11490000,20990000,Intel Core i5 Tiger Lake - 11300H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card rời,NVIDIA GeForce GTX 1650 4 GB,2.25,8.5,Chính Hãng
Laptop Lenovo IdeaPad Gaming 3 15IHU6,gaming,Lenovo,11630000,20990000,Intel Core i5 Tiger Lake - 11300H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card rời,NVIDIA GeForce GTX 1650 4 GB,2.25,9.5,Chính Hãng
Laptop Asus Vivobook 14 X1402ZA,general,Asus,9890000,18490000,Intel Core i5 Alder Lake - 1240P,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.5,12,Chính Hãng
Laptop Lenovo IdeaPad Gaming 3 15IHU6,gaming,Lenovo,11830000,20990000,Intel Core i5 Tiger Lake - 11300H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card rời,NVIDIA GeForce GTX 1650 4 GB,2.25,11,Chính Hãng
Laptop Lenovo IdeaPad Gaming 3 15IHU6,gaming,Lenovo,11700000,20990000,Intel Core i5 Tiger Lake - 11300H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card rời,NVIDIA GeForce GTX 1650 4 GB,2.25,10,Chính Hãng
Laptop Lenovo IdeaPad Gaming 3 15IHU6,gaming,Lenovo,11760000,20990000,Intel Core i5 Tiger Lake - 11300H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card rời,NVIDIA GeForce GTX 1650 4 GB,2.25,10.5,Chính Hãng
Laptop Asus Vivobook 14 X1402ZA,general,Asus,10390000,18490000,Intel Core i5 Alder Lake - 1240P,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.5,16.5,Chính Hãng
Laptop Asus Vivobook 14 X1402ZA,general,Asus,10170000,18490000,Intel Core i5 Alder Lake - 1240P,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.5,14.5,Chính Hãng
Laptop Asus Vivobook 14 X1402ZA,general,Asus,10620000,18490000,Intel Core i5 Alder Lake - 1240P,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.5,18.5,Chính Hãng
Laptop Asus Vivobook 14 X1402ZA,general,Asus,10500000,18490000,Intel Core i5 Alder Lake - 1240P,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.5,17.5,Chính Hãng
Laptop Asus Vivobook 14 X1402ZA,general,Asus,10670000,18490000,Intel Core i5 Alder Lake - 1240P,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.5,19,Chính Hãng
Laptop Asus Vivobook 14 X1402ZA,general,Asus,10450000,18490000,Intel Core i5 Alder Lake - 1240P,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.5,17,Chính Hãng
Laptop Asus Vivobook 14 X1402ZA,general,Asus,10840000,18490000,Intel Core i5 Alder Lake - 1240P,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.5,20.5,Chính Hãng
Laptop Lenovo Ideapad 3 15ITL6,general,Lenovo,6980000,12990000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.65,12.5,Chính Hãng
Laptop Lenovo Ideapad 3 15ITL6,general,Lenovo,6820000,12990000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.65,10.5,Chính Hãng
Laptop Asus Gaming ROG Zephyrus G14 GA402RJ,gaming,Asus,27950000,53000000,AMD Ryzen 7 - 6800HS,AMD,16,DDR5,1024,SSD,14,WQXGA,Nắp lưng bằng kim loại - Chiếu nghỉ tay Nhôm Magie,Windows 11 Home SL,2022,Card rời,"AMD Radeon RX 6700S, 8 GB",1.72,17,Chính Hãng
Laptop Acer Aspire 3 A314 35 C3KS,general,Acer,3780000,6990000,Intel Celeron - N5100,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.45,7.5,Chính Hãng
Laptop Asus Vivobook 14 X1402ZA,general,Asus,10560000,18490000,Intel Core i5 Alder Lake - 1240P,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.5,18,Chính Hãng
Laptop Acer Aspire 3 A314 35 C3KS,general,Acer,3840000,6990000,Intel Celeron - N5100,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.45,9,Chính Hãng
Laptop Acer Aspire 3 A314 35 C3KS,general,Acer,3760000,6990000,Intel Celeron - N5100,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.45,7,Chính Hãng
Laptop Acer Aspire 3 A314 35 C3KS,general,Acer,3820000,6990000,Intel Celeron - N5100,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.45,8.5,Chính Hãng
Laptop Acer Aspire 3 A314 35 C3KS,general,Acer,5020000,6990000,Intel Celeron - N5100,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.45,10.5,Chính Hãng
Laptop Acer Aspire 3 A314 35 C3KS,general,Acer,3860000,6990000,Intel Celeron - N5100,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.45,9.5,Chính Hãng
Laptop Acer Aspire 3 A314 35 C3KS,general,Acer,4990000,6990000,Intel Celeron - N5100,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.45,10,Chính Hãng
Laptop Asus Vivobook 14 X1402ZA,general,Asus,10730000,18490000,Intel Core i5 Alder Lake - 1240P,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.5,19.5,Chính Hãng
Laptop Acer Aspire 3 A314 35 C3KS,general,Acer,3800000,6990000,Intel Celeron - N5100,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.45,8,Chính Hãng
Laptop Acer Swift 3 SF314 511 55QE,general,Acer,14500000,22990000,Intel Core i5 Tiger Lake - 1135G7,Intel,16,LPDDR4X,512,SSD,14,Full HD,Vỏ kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.19,7,Chính Hãng
Laptop Acer Swift 3 SF314 511 55QE,general,Acer,14660000,22990000,Intel Core i5 Tiger Lake - 1135G7,Intel,16,LPDDR4X,512,SSD,14,Full HD,Vỏ kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.19,8,Chính Hãng
Laptop Acer Swift 3 SF314 511 55QE,general,Acer,14730000,22990000,Intel Core i5 Tiger Lake - 1135G7,Intel,16,LPDDR4X,512,SSD,14,Full HD,Vỏ kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.19,8.5,Chính Hãng
Laptop Acer Swift 3 SF314 511 55QE,general,Acer,14890000,22990000,Intel Core i5 Tiger Lake - 1135G7,Intel,16,LPDDR4X,512,SSD,14,Full HD,Vỏ kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.19,9.5,Chính Hãng
Laptop Lenovo ThinkBook 15 G2 ITL,general,Lenovo,11560000,21390000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,2.5,Chính Hãng
Laptop Acer Swift 3 SF314 511 55QE,general,Acer,14810000,22990000,Intel Core i5 Tiger Lake - 1135G7,Intel,16,LPDDR4X,512,SSD,14,Full HD,Vỏ kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.19,9,Chính Hãng
Laptop Acer Swift 3 SF314 511 55QE,general,Acer,13060000,22990000,Intel Core i5 Tiger Lake - 1135G7,Intel,16,LPDDR4X,512,SSD,14,Full HD,Vỏ kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.19,5.5,Chính Hãng
Laptop Acer Swift 3 SF314 511 55QE,general,Acer,14580000,22990000,Intel Core i5 Tiger Lake - 1135G7,Intel,16,LPDDR4X,512,SSD,14,Full HD,Vỏ kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.19,7.5,Chính Hãng
Laptop Acer Swift 3 SF314 511 55QE,general,Acer,12430000,22990000,Intel Core i5 Tiger Lake - 1135G7,Intel,16,LPDDR4X,512,SSD,14,Full HD,Vỏ kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.19,1,Cửa Hàng
Laptop Lenovo ThinkBook 15 G2 ITL,general,Lenovo,11640000,21390000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,3,Chính Hãng
Laptop Lenovo ThinkBook 15 G2 ITL,general,Lenovo,12670000,21390000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,10,Chính Hãng
Laptop Lenovo ThinkBook 15 G2 ITL,general,Lenovo,12590000,21390000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,9.5,Chính Hãng
Laptop Lenovo ThinkBook 15 G2 ITL,general,Lenovo,13480000,21390000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,15.5,Chính Hãng
Laptop Lenovo ThinkBook 15 G2 ITL,general,Lenovo,12890000,21390000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,11.5,Chính Hãng
Laptop Lenovo Ideapad 5 14IAL7,general,Lenovo,12390000,18990000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ kim loại - Nhôm,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.44,25.5,Chính Hãng
