Name,Laptop Type,Laptop Brand,Price,Price New,CPU,CPU Brand,Ram Size,Ram Type,Hard Drive Size,Hard Drive,Screen,Resolution,Material,OS,Year,Graphic,Graphic Name,Weight,Warranty Time,Warranty Location
Laptop Lenovo Ideapad 5 14IAL7,general,Lenovo,10240000,18990000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ kim loại - Nhôm,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.44,10,Chính Hãng
Laptop Lenovo Ideapad 5 14IAL7,general,Lenovo,12870000,18990000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ kim loại - Nhôm,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.44,29,Chính Hãng
Laptop Lenovo ThinkBook 15 G2 ITL,general,Lenovo,12740000,21390000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,10.5,Chính Hãng
Laptop Lenovo Ideapad 5 14IAL7,general,Lenovo,12460000,18990000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ kim loại - Nhôm,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.44,26,Chính Hãng
Laptop Lenovo ThinkBook 15 G2 ITL,general,Lenovo,13040000,21390000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,12.5,Chính Hãng
Laptop Lenovo Ideapad 5 14IAL7,general,Lenovo,13080000,18990000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ kim loại - Nhôm,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.44,30.5,Chính Hãng
Laptop Lenovo ThinkBook 15 G2 ITL,general,Lenovo,13550000,21390000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,16,Chính Hãng
Laptop Lenovo Ideapad 5 14IAL7,general,Lenovo,13150000,18990000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ kim loại - Nhôm,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.44,31,Chính Hãng
Laptop Lenovo Ideapad 5 14IAL7,general,Lenovo,13290000,18990000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ kim loại - Nhôm,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.44,32,Chính Hãng
Laptop Lenovo Ideapad 5 14IAL7,general,Lenovo,13430000,18990000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ kim loại - Nhôm,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.44,33,Chính Hãng
Laptop Acer Aspire 3 A315 58 787C,general,Acer,10810000,19990000,Intel Core i7 Tiger Lake - 1165G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,1,Cửa Hàng
Laptop Acer Aspire 3 A315 58 787C,general,Acer,11410000,19990000,Intel Core i7 Tiger Lake - 1165G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,6,Chính Hãng
Laptop Lenovo Ideapad 5 14IAL7,general,Lenovo,13570000,18990000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ kim loại - Nhôm,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.44,34,Chính Hãng
Laptop Acer Aspire 3 A315 58 787C,general,Acer,11720000,19990000,Intel Core i7 Tiger Lake - 1165G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,8.5,Chính Hãng
Laptop Acer Aspire A315 56 308N,general,Acer,6850000,11990000,Intel Core i3 Ice Lake - 1005G1,Intel,4,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 10 Home SL,2020,Card tích hợp,Intel UHD Graphics,1.7,6,Cửa Hàng
Laptop Acer Aspire A315 56 308N,general,Acer,6480000,11990000,Intel Core i3 Ice Lake - 1005G1,Intel,4,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 10 Home SL,2020,Card tích hợp,Intel UHD Graphics,1.7,1,Cửa Hàng
Laptop Acer Aspire 3 A315 58 787C,general,Acer,11470000,19990000,Intel Core i7 Tiger Lake - 1165G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,6.5,Chính Hãng
Laptop Lenovo Ideapad 5 14IAL7,general,Lenovo,13500000,18990000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ kim loại - Nhôm,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.44,33.5,Chính Hãng
Laptop Asus Vivobook 15 X1502ZA,general,Asus,10130000,18490000,Intel Core i5 Alder Lake - 1240P,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,8.5,Chính Hãng
Laptop Acer Aspire 3 A315 58 787C,general,Acer,11600000,19990000,Intel Core i7 Tiger Lake - 1165G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,7.5,Chính Hãng
Laptop Acer Aspire 3 A315 58 787C,general,Acer,11540000,19990000,Intel Core i7 Tiger Lake - 1165G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,7,Chính Hãng
Laptop Asus Vivobook 15 X1502ZA,general,Asus,10430000,18490000,Intel Core i5 Alder Lake - 1240P,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,11,Chính Hãng
Laptop Asus Vivobook 15 X1502ZA,general,Asus,10490000,18490000,Intel Core i5 Alder Lake - 1240P,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,11.5,Chính Hãng
Laptop Asus Vivobook 15 X1502ZA,general,Asus,10310000,18490000,Intel Core i5 Alder Lake - 1240P,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,10,Chính Hãng
Laptop Asus Vivobook 15 X1502ZA,general,Asus,11090000,18490000,Intel Core i5 Alder Lake - 1240P,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,16.5,Chính Hãng
Laptop Asus Vivobook 15 X1502ZA,general,Asus,10250000,18490000,Intel Core i5 Alder Lake - 1240P,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,9.5,Chính Hãng
Laptop Asus Vivobook 15 X1502ZA,general,Asus,11320000,18490000,Intel Core i5 Alder Lake - 1240P,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,18.5,Chính Hãng
Laptop Asus Vivobook 15 X1502ZA,general,Asus,11210000,18490000,Intel Core i5 Alder Lake - 1240P,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,17.5,Chính Hãng
Laptop Asus Vivobook 15 X1502ZA,general,Asus,11440000,18490000,Intel Core i5 Alder Lake - 1240P,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,19.5,Chính Hãng
Laptop Asus VivoBook 15X OLED A1503ZA,general,Asus,9300000,16990000,Intel Core i3 Alder Lake - 1220P,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,8.5,Chính Hãng
Laptop Asus Vivobook 15 X1502ZA,general,Asus,11030000,18490000,Intel Core i5 Alder Lake - 1240P,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,16,Chính Hãng
Laptop Asus Vivobook 15 X1502ZA,general,Asus,10910000,18490000,Intel Core i5 Alder Lake - 1240P,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,15,Chính Hãng
Laptop Asus VivoBook 15X OLED A1503ZA,general,Asus,9850000,16990000,Intel Core i3 Alder Lake - 1220P,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,13.5,Chính Hãng
Laptop Asus VivoBook 15X OLED A1503ZA,general,Asus,10070000,16990000,Intel Core i3 Alder Lake - 1220P,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,15.5,Chính Hãng
Laptop Asus VivoBook 15X OLED A1503ZA,general,Asus,9520000,16990000,Intel Core i3 Alder Lake - 1220P,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,10.5,Chính Hãng
Laptop Asus VivoBook X415EA,general,Asus,6560000,11490000,Intel Core i3 Tiger Lake - 1115G4,Intel,4,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.6,18,Chính Hãng
Laptop Asus VivoBook X415EA,general,Asus,6320000,11490000,Intel Core i3 Tiger Lake - 1115G4,Intel,4,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.6,14.5,Chính Hãng
Laptop Asus VivoBook 15X OLED A1503ZA,general,Asus,10020000,16990000,Intel Core i3 Alder Lake - 1220P,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,15,Chính Hãng
Laptop MSI Modern 14 B11MOU,general,MSI,7790000,13790000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,256,SSD,14,Full HD,Vỏ kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.3,5,Chính Hãng
Laptop Asus VivoBook 15X OLED A1503ZA,general,Asus,9960000,16990000,Intel Core i3 Alder Lake - 1220P,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,14.5,Chính Hãng
Laptop MSI Modern 14 B11MOU,general,MSI,7580000,13790000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,256,SSD,14,Full HD,Vỏ kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.3,2.5,Chính Hãng
Laptop MSI Modern 14 B11MOU,general,MSI,7870000,13790000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,256,SSD,14,Full HD,Vỏ kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.3,6,Chính Hãng
Laptop Lenovo Gaming Legion 5 15ITH6,gaming,Lenovo,22030000,39990000,Intel Core i7 Tiger Lake - 11800H,Intel,16,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card rời,"NVIDIA GeForce RTX 3050Ti, 4 GB",2.4,21,Chính Hãng
Laptop MSI Modern 14 B11MOU,general,MSI,7750000,13790000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,256,SSD,14,Full HD,Vỏ kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.3,4.5,Chính Hãng
Laptop MSI Creator M16 A12UC,general,MSI,20490000,36990000,Intel Core i7 Alder Lake - 12700H,Intel,16,DDR4,512,SSD,16,QHD+,Vỏ kim loại,Windows 11 Home SL,2022,Card rời,"NVIDIA GeForce RTX 3050, 4 GB",2.26,9.5,Chính Hãng
Laptop Lenovo ThinkBook 14s Yoga ITL,general,Lenovo,16570000,29890000,Intel Core i7 Tiger Lake - 1165G7,Intel,16,DDR4,512,SSD,14,Full HD,Vỏ kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.5,4.5,Chính Hãng
Laptop Asus VivoBook X415EA,general,Asus,6740000,11490000,Intel Core i3 Tiger Lake - 1115G4,Intel,4,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.6,20.5,Chính Hãng
Laptop Lenovo Ideapad 1 11IGL05,general,Lenovo,5070000,8990000,Intel Pentium - N5030,Intel,4,DDR4,256,SSD,11.6,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 605,1.2,6,Chính Hãng
Laptop Lenovo Ideapad 1 11IGL05,general,Lenovo,5040000,8990000,Intel Pentium - N5030,Intel,4,DDR4,256,SSD,11.6,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 605,1.2,5.5,Chính Hãng
Laptop Lenovo Ideapad 1 11IGL05,general,Lenovo,5140000,8990000,Intel Pentium - N5030,Intel,4,DDR4,256,SSD,11.6,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 605,1.2,7,Chính Hãng
Laptop Lenovo Ideapad 1 11IGL05,general,Lenovo,5170000,8990000,Intel Pentium - N5030,Intel,4,DDR4,256,SSD,11.6,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 605,1.2,7.5,Chính Hãng
Laptop Lenovo Ideapad 1 11IGL05,general,Lenovo,5230000,8990000,Intel Pentium - N5030,Intel,4,DDR4,256,SSD,11.6,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 605,1.2,8.5,Chính Hãng
Laptop Lenovo Ideapad 1 11IGL05,general,Lenovo,5200000,8990000,Intel Pentium - N5030,Intel,4,DDR4,256,SSD,11.6,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 605,1.2,8,Chính Hãng
Laptop Lenovo Ideapad 1 11IGL05,general,Lenovo,5260000,8990000,Intel Pentium - N5030,Intel,4,DDR4,256,SSD,11.6,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 605,1.2,9,Chính Hãng
Laptop Lenovo Ideapad 1 11IGL05,general,Lenovo,5290000,8990000,Intel Pentium - N5030,Intel,4,DDR4,256,SSD,11.6,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 605,1.2,9.5,Chính Hãng
Laptop Lenovo Ideapad 1 11IGL05,general,Lenovo,5320000,8990000,Intel Pentium - N5030,Intel,4,DDR4,256,SSD,11.6,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 605,1.2,10,Chính Hãng
Laptop Lenovo Ideapad 1 11IGL05,general,Lenovo,5350000,8990000,Intel Pentium - N5030,Intel,4,DDR4,256,SSD,11.6,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 605,1.2,10.5,Chính Hãng
Laptop Lenovo Ideapad 1 11IGL05,general,Lenovo,5410000,8990000,Intel Pentium - N5030,Intel,4,DDR4,256,SSD,11.6,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 605,1.2,11.5,Chính Hãng
Laptop Lenovo Ideapad 1 11IGL05,general,Lenovo,5380000,8990000,Intel Pentium - N5030,Intel,4,DDR4,256,SSD,11.6,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 605,1.2,11,Chính Hãng
Laptop Lenovo Ideapad 1 11IGL05,general,Lenovo,5480000,8990000,Intel Pentium - N5030,Intel,4,DDR4,256,SSD,11.6,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 605,1.2,12.5,Chính Hãng
Laptop Lenovo Ideapad 1 11IGL05,general,Lenovo,5450000,8990000,Intel Pentium - N5030,Intel,4,DDR4,256,SSD,11.6,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 605,1.2,12,Chính Hãng
Laptop Lenovo Ideapad 1 11IGL05,general,Lenovo,5510000,8990000,Intel Pentium - N5030,Intel,4,DDR4,256,SSD,11.6,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 605,1.2,13,Chính Hãng
Laptop Asus VivoBook 15X OLED A1503ZA,general,Asus,11980000,21490000,Intel Core i5 Alder Lake - 12500H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,10,Chính Hãng
Laptop Asus VivoBook 15X OLED A1503ZA,general,Asus,12050000,21490000,Intel Core i5 Alder Lake - 12500H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,10.5,Chính Hãng
Laptop Asus VivoBook 15X OLED A1503ZA,general,Asus,12120000,21490000,Intel Core i5 Alder Lake - 12500H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,11,Chính Hãng
Laptop Asus VivoBook 15X OLED A1503ZA,general,Asus,12330000,21490000,Intel Core i5 Alder Lake - 12500H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,12.5,Chính Hãng
Laptop Asus VivoBook 15X OLED A1503ZA,general,Asus,12540000,21490000,Intel Core i5 Alder Lake - 12500H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,14,Chính Hãng
Laptop Lenovo Yoga Slim 7 14ITL05,general,Lenovo,17550000,27990000,Intel Core i7 Tiger Lake - 1165G7,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.36,10,Chính Hãng
Laptop Asus VivoBook 15X OLED A1503ZA,general,Asus,12810000,21490000,Intel Core i5 Alder Lake - 12500H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,16,Chính Hãng
Laptop Asus VivoBook 15X OLED A1503ZA,general,Asus,12400000,21490000,Intel Core i5 Alder Lake - 12500H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),1.7,13,Chính Hãng
Laptop Asus VivoBook 15X OLED A1503ZA,general,Asus,12600000,21490000,Intel Core i5 Alder Lake - 12500H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,14.5,Chính Hãng
Laptop Asus VivoBook 15X OLED A1503ZA,general,Asus,13090000,21490000,Intel Core i5 Alder Lake - 12500H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,18,Chính Hãng
Laptop Lenovo Yoga Slim 7 14ITL05,general,Lenovo,17140000,27990000,Intel Core i7 Tiger Lake - 1165G7,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.36,8,Chính Hãng
Laptop Lenovo Yoga Slim 7 14ITL05,general,Lenovo,16930000,27990000,Intel Core i7 Tiger Lake - 1165G7,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.36,7,Chính Hãng
Laptop HP Envy X360 13 bf0095TU,general,HP,16640000,29590000,Intel Core i5 Alder Lake - 1230U,Intel,16,LPDDR4X,512,SSD,13.3,2.8K,Vỏ kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.34,1,Cửa Hàng
Laptop Lenovo Yoga Slim 7 14ITL05,general,Lenovo,15710000,27990000,Intel Core i7 Tiger Lake - 1165G7,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.36,1,Cửa Hàng
Laptop HP Envy X360 13 bf0095TU,general,HP,17670000,29590000,Intel Core i5 Alder Lake - 1230U,Intel,16,LPDDR4X,512,SSD,13.3,2.8K,Vỏ kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.34,6.5,Chính Hãng
Laptop HP Envy X360 13 bf0095TU,general,HP,17950000,29590000,Intel Core i5 Alder Lake - 1230U,Intel,16,LPDDR4X,512,SSD,13.3,2.8K,Vỏ kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.34,8,Chính Hãng
Laptop Lenovo ThinkBook 14 G3 ACL,general,Lenovo,12270000,21890000,AMD Ryzen 7 - 5700U,AMD,8,DDR4,512,SSD,14,Full HD,Vỏ kim loại,Windows 11 Home SL,2022,Card tích hợp,AMD Radeon Graphics,1.4,10.5,Chính Hãng
Laptop HP Envy X360 13 bf0095TU,general,HP,18040000,29590000,Intel Core i5 Alder Lake - 1230U,Intel,16,LPDDR4X,512,SSD,13.3,2.8K,Vỏ kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.34,8.5,Chính Hãng
Laptop Asus Vivobook X515EA,general,Asus,6460000,11490000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,Intel UHD Graphics,1.8,16.5,Chính Hãng
Laptop Lenovo ThinkBook 14 G3 ACL,general,Lenovo,12410000,21890000,AMD Ryzen 7 - 5700U,AMD,8,DDR4,512,SSD,14,Full HD,Vỏ kim loại,Windows 11 Home SL,2022,Card tích hợp,AMD Radeon Graphics,1.4,11.5,Chính Hãng
Laptop Asus Vivobook X515EA,general,Asus,6390000,11490000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,Intel UHD Graphics,1.8,15.5,Chính Hãng
Laptop HP Envy X360 13 bf0095TU,general,HP,18140000,29590000,Intel Core i5 Alder Lake - 1230U,Intel,16,LPDDR4X,512,SSD,13.3,2.8K,Vỏ kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.34,9,Chính Hãng
Laptop Asus Vivobook X515EA,general,Asus,6530000,11490000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,Intel UHD Graphics,1.8,17.5,Chính Hãng
Laptop Asus Vivobook 14 X1402ZA,general,Asus,7860000,13990000,Intel Core i3 Alder Lake - 1220P,Intel,4,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.5,16.5,Chính Hãng
Laptop HP Envy X360 13 bf0095TU,general,HP,18320000,29590000,Intel Core i5 Alder Lake - 1230U,Intel,16,LPDDR4X,512,SSD,13.3,2.8K,Vỏ kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.34,10,Chính Hãng
Laptop Lenovo Yoga Duet 7 13ITL6,general,Lenovo,20290000,35990000,Intel Core i7 Tiger Lake - 1165G7,Intel,16,DDR4,1024,SSD,13,WQHD,Vỏ kim loại,Windows 10 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.168,11,Chính Hãng
Laptop Gigabyte U4,general,Gigabyte,15150000,26990000,Intel Core i7 Tiger Lake - 1195G7,Intel,16,DDR4,512,SSD,14,Full HD,Vỏ kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,0.99,1,Cửa Hàng
Laptop Acer Aspire 3 A315 57 379K,general,Acer,4880000,8490000,Intel Core i3 Ice Lake - 1005G1,Intel,4,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.7,6.5,Chính Hãng
Laptop Gigabyte U4,general,Gigabyte,15440000,26990000,Intel Core i7 Tiger Lake - 1195G7,Intel,16,DDR4,512,SSD,14,Full HD,Vỏ kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,0.99,2.5,Chính Hãng
Laptop MSI Summit E13 Flip,general,MSI,21320000,37990000,Intel Core i7 Tiger Lake - 1185G7,Intel,16,LPDDR4,1024,SSD,13.4,Full HD+,Vỏ kim loại nguyên khối,Windows 10 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.35,1,Cửa Hàng
Laptop Acer Aspire 3 A315 57 379K,general,Acer,4900000,8490000,Intel Core i3 Ice Lake - 1005G1,Intel,4,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.7,7,Chính Hãng
Laptop Acer Aspire 3 A315 57 379K,general,Acer,4930000,8490000,Intel Core i3 Ice Lake - 1005G1,Intel,4,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.7,7.5,Chính Hãng
Laptop Acer Aspire 3 A315 57 379K,general,Acer,4950000,8490000,Intel Core i3 Ice Lake - 1005G1,Intel,4,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.7,8,Chính Hãng
Laptop Acer Aspire 3 A315 57 379K,general,Acer,5030000,8490000,Intel Core i3 Ice Lake - 1005G1,Intel,4,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.7,9.5,Chính Hãng
Laptop Acer Aspire 3 A315 57 379K,general,Acer,6010000,8490000,Intel Core i3 Ice Lake - 1005G1,Intel,4,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.7,9,Chính Hãng
